date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:48:28	17395/17395	---M-Z	200	added ('OK')	text/css	etag:%2243f3-67caef34-5b6501489c8e70e6;gz%22	https://usaexpressblogs.com/wp-content/themes/astra/style.css?ver=6.8.2	C:/My%20Web%20Sites/Global%20Express/usaexpressblogs.com/wp-content/themes/astra/style6c2d.css	(from https://sigmausdts.github.io/Globe-Express/)
18:48:28	15507/15507	---M-Z	200	added ('OK')	text/css	etag:%223c93-674eea04-6bf64a20befefcd5;gz%22	https://usaexpressblogs.com/wp-content/uploads/astra-addon/astra-addon-674eea0468e086-78862062.css?ver=4.1.5	C:/My%20Web%20Sites/Global%20Express/usaexpressblogs.com/wp-content/uploads/astra-addon/astra-addon-674eea0468e086-7886206231a4.css	(from https://sigmausdts.github.io/Globe-Express/)
18:48:29	87553/87553	---M-Z	200	added ('OK')	application/x-javascript	etag:%2215601-6560a535-98ffc212832df680;gz%22	https://usaexpressblogs.com/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	C:/My%20Web%20Sites/Global%20Express/usaexpressblogs.com/wp-includes/js/jquery/jquery.minf43b.js	(from https://sigmausdts.github.io/Globe-Express/)
18:48:29	13577/13577	---M-Z	200	added ('OK')	application/x-javascript	etag:%223509-6560a535-d2b7753c53bf4a36;gz%22	https://usaexpressblogs.com/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	C:/My%20Web%20Sites/Global%20Express/usaexpressblogs.com/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://sigmausdts.github.io/Globe-Express/)
18:48:30	9379/9379	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%2264d39a40-24a3%22	https://sigmausdts.github.io/Globe-Express/OneSignalSDKUpdaterWorker.js	C:/My%20Web%20Sites/Global%20Express/sigmausdts.github.io/Globe-Express/OneSignalSDKUpdaterWorker.js	(from https://sigmausdts.github.io/Globe-Express/)
18:48:31	9379/9379	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%2264d39a40-24a3%22	https://sigmausdts.github.io/Globe-Express/OneSignalSDKWorker.js	C:/My%20Web%20Sites/Global%20Express/sigmausdts.github.io/Globe-Express/OneSignalSDKWorker.js	(from https://sigmausdts.github.io/Globe-Express/)
18:48:31	1130/1130	---M--	200	added ('OK')	image/png	etag:%2246a-656866ff-4c90c9aadca32a30;;;%22	https://usaexpressblogs.com/wp-content/uploads/2023/11/usa-fav.png	C:/My%20Web%20Sites/Global%20Express/usaexpressblogs.com/wp-content/uploads/2023/11/usa-fav.png	(from https://sigmausdts.github.io/Globe-Express/)
18:48:31	15489/15489	---M--	200	added ('OK')	image/png	etag:%22694a7887-3c81%22	https://sigmausdts.github.io/Globe-Express/static/usa-express-768x167.png	C:/My%20Web%20Sites/Global%20Express/sigmausdts.github.io/Globe-Express/static/usa-express-768x167.png	(from https://sigmausdts.github.io/Globe-Express/)
18:48:32	148229/148229	---M--	200	added ('OK')	image/jpeg	etag:%2224305-6751b216-ac6667db2ae89786;;;%22	https://usaexpressblogs.com/wp-content/uploads/2024/12/Bitcoin-Hits-All-Time-High-Surges-Above-100000-For-The-First-Time.jpg	C:/My%20Web%20Sites/Global%20Express/usaexpressblogs.com/wp-content/uploads/2024/12/Bitcoin-Hits-All-Time-High-Surges-Above-100000-For-The-First-Time.jpg	(from https://sigmausdts.github.io/Globe-Express/)
18:48:32	117506/117506	---M--	200	added ('OK')	image/jpeg	etag:%221cb02-6745797a-e2744244f1325fb5;;;%22	https://usaexpressblogs.com/wp-content/uploads/2024/11/Macys-Employee-Intentionally-Hid-Up-To-154-Million-Worth-of-Expenses.jpg	C:/My%20Web%20Sites/Global%20Express/usaexpressblogs.com/wp-content/uploads/2024/11/Macys-Employee-Intentionally-Hid-Up-To-154-Million-Worth-of-Expenses.jpg	(from https://sigmausdts.github.io/Globe-Express/)
18:48:33	93813/93813	---M--	200	added ('OK')	image/jpeg	etag:%2216e75-673d9962-a1db640e8da66077;;;%22	https://usaexpressblogs.com/wp-content/uploads/2024/11/Earn-An-Extra-1000-By-These-4-Side-Hustles-Before-2025.jpg	C:/My%20Web%20Sites/Global%20Express/usaexpressblogs.com/wp-content/uploads/2024/11/Earn-An-Extra-1000-By-These-4-Side-Hustles-Before-2025.jpg	(from https://sigmausdts.github.io/Globe-Express/)
18:48:34	60131/60131	---M--	200	added ('OK')	image/jpeg	etag:%22eae3-673de3eb-2fbd71c88008130f;;;%22	https://usaexpressblogs.com/wp-content/uploads/2024/11/Analysts-Revise-Nvidia-Stock-Price-Target-Before-Results.jpg	C:/My%20Web%20Sites/Global%20Express/usaexpressblogs.com/wp-content/uploads/2024/11/Analysts-Revise-Nvidia-Stock-Price-Target-Before-Results.jpg	(from https://sigmausdts.github.io/Globe-Express/)
18:48:34	91300/91300	---M--	200	added ('OK')	image/jpeg	etag:%22164a4-67d01cd5-483e6362c2f588fa;;;%22	https://usaexpressblogs.com/wp-content/uploads/2025/03/According-to-reports-Xbox-is-developing-a-gaming-handheld-that-will-be-available-later-this-year.jpg	C:/My%20Web%20Sites/Global%20Express/usaexpressblogs.com/wp-content/uploads/2025/03/According-to-reports-Xbox-is-developing-a-gaming-handheld-that-will-be-available-later-this-year.jpg	(from https://sigmausdts.github.io/Globe-Express/)
18:48:37	386274/386274	---M--	200	added ('OK')	image/jpeg	etag:%225e4e2-680f775f-84d6f94c99732757;;;%22	https://usaexpressblogs.com/wp-content/uploads/2025/04/Taking-inspiration-from-automakers-the-Infinix-Note-50-offers-alloy-steel-with-a-premium-feel.jpg	C:/My%20Web%20Sites/Global%20Express/usaexpressblogs.com/wp-content/uploads/2025/04/Taking-inspiration-from-automakers-the-Infinix-Note-50-offers-alloy-steel-with-a-premium-feel.jpg	(from https://sigmausdts.github.io/Globe-Express/)
18:48:37	563397/563397	---M--	200	added ('OK')	image/jpeg	etag:%22898c5-6762b6d2-fb3196ea381bdd01;;;%22	https://usaexpressblogs.com/wp-content/uploads/2024/12/Donato-ends-the-Blackhawks-comeback-and-they-defeat-the-Capitals-3-2.jpg	C:/My%20Web%20Sites/Global%20Express/usaexpressblogs.com/wp-content/uploads/2024/12/Donato-ends-the-Blackhawks-comeback-and-they-defeat-the-Capitals-3-2.jpg	(from https://sigmausdts.github.io/Globe-Express/)
18:48:37	566496/566496	---M--	200	added ('OK')	image/jpeg	etag:%228a4e0-67654a96-8d70bfef1e7e726b;;;%22	https://usaexpressblogs.com/wp-content/uploads/2024/12/After-receiving-a-retort-from-the-Timberwolves-audience-Karl-Anthony-Towns-of-1.jpg	C:/My%20Web%20Sites/Global%20Express/usaexpressblogs.com/wp-content/uploads/2024/12/After-receiving-a-retort-from-the-Timberwolves-audience-Karl-Anthony-Towns-of-1.jpg	(from https://sigmausdts.github.io/Globe-Express/)
18:48:58	139272/139272	---M--	200	added ('OK')	image/jpeg	etag:%2222008-67f4ee0f-536d8e0b70db285e;;;%22	https://usaexpressblogs.com/wp-content/uploads/2025/04/Impossible-8-Mission.jpg	C:/My%20Web%20Sites/Global%20Express/usaexpressblogs.com/wp-content/uploads/2025/04/Impossible-8-Mission.jpg	(from https://sigmausdts.github.io/Globe-Express/)
18:48:59	118906/118906	---M--	200	added ('OK')	image/jpeg	etag:%221d07a-67e7d554-a34a5dcda5913fc3;;;%22	https://usaexpressblogs.com/wp-content/uploads/2025/03/Review-of-the-11th-Generation-IPAD.jpg	C:/My%20Web%20Sites/Global%20Express/usaexpressblogs.com/wp-content/uploads/2025/03/Review-of-the-11th-Generation-IPAD.jpg	(from https://sigmausdts.github.io/Globe-Express/)
18:48:59	173551/173551	---M--	200	added ('OK')	image/jpeg	etag:%222a5ef-67b724f8-6cb725cd5871277f;;;%22	https://usaexpressblogs.com/wp-content/uploads/2025/02/Good-American-Familys-Natalia-Grace-Barnett-case-What-you-should-know-COVER-1.jpg	C:/My%20Web%20Sites/Global%20Express/usaexpressblogs.com/wp-content/uploads/2025/02/Good-American-Familys-Natalia-Grace-Barnett-case-What-you-should-know-COVER-1.jpg	(from https://sigmausdts.github.io/Globe-Express/)
18:49:00	3783/3783	---M--	200	added ('OK')	image/jpeg	etag:%22ec7-680f7760-c4c4487651e7fc56;;;%22	https://usaexpressblogs.com/wp-content/uploads/2025/04/Taking-inspiration-from-automakers-the-Infinix-Note-50-offers-alloy-steel-with-a-premium-feel-150x150.jpg	C:/My%20Web%20Sites/Global%20Express/usaexpressblogs.com/wp-content/uploads/2025/04/Taking-inspiration-from-automakers-the-Infinix-Note-50-offers-alloy-steel-with-a-premium-feel-150x150.jpg	(from https://sigmausdts.github.io/Globe-Express/)
18:49:00	38178/38178	---M--	200	added ('OK')	image/jpeg	etag:%229522-67deb52d-aeb39b21ba205ca4;;;%22	https://usaexpressblogs.com/wp-content/uploads/2025/03/Verizon-Allows-Users-of-the-Galaxy-S25-and-Pixel-9-to-Use-Non-Emergency-Satellite-Messaging.jpg	C:/My%20Web%20Sites/Global%20Express/usaexpressblogs.com/wp-content/uploads/2025/03/Verizon-Allows-Users-of-the-Galaxy-S25-and-Pixel-9-to-Use-Non-Emergency-Satellite-Messaging.jpg	(from https://sigmausdts.github.io/Globe-Express/)
18:49:00	6641/6641	---M--	200	added ('OK')	image/jpeg	etag:%2219f1-68039cd4-ddb493aba702039;;;%22	https://usaexpressblogs.com/wp-content/uploads/2025/04/WHAT-CAUSED-INSTAGRAM-TO-END-THE-FOLLOWING-OF-HASHTAGS-150x150.jpg	C:/My%20Web%20Sites/Global%20Express/usaexpressblogs.com/wp-content/uploads/2025/04/WHAT-CAUSED-INSTAGRAM-TO-END-THE-FOLLOWING-OF-HASHTAGS-150x150.jpg	(from https://sigmausdts.github.io/Globe-Express/)
18:49:00	8264/8264	---M--	200	added ('OK')	image/jpeg	etag:%222048-67fe5884-6bbb66ad543460ce;;;%22	https://usaexpressblogs.com/wp-content/uploads/2025/04/OpenAI-releases-their-main-AI-model-GPT-4.1-300x169.jpg	C:/My%20Web%20Sites/Global%20Express/usaexpressblogs.com/wp-content/uploads/2025/04/OpenAI-releases-their-main-AI-model-GPT-4.1-300x169.jpg	(from https://sigmausdts.github.io/Globe-Express/)
18:49:01	11353/11353	---M--	200	added ('OK')	image/jpeg	etag:%222c59-67fe5409-f8d3ac4c2afb1207;;;%22	https://usaexpressblogs.com/wp-content/uploads/2025/04/According-to-recent-rumors-Grok-may-begin-to-remember-everything-you-ask-it-to-do-300x169.jpg	C:/My%20Web%20Sites/Global%20Express/usaexpressblogs.com/wp-content/uploads/2025/04/According-to-recent-rumors-Grok-may-begin-to-remember-everything-you-ask-it-to-do-300x169.jpg	(from https://sigmausdts.github.io/Globe-Express/)
18:49:01	7398/7398	---M--	200	added ('OK')	image/jpeg	etag:%221ce6-67fd064b-6f75c3352f01513;;;%22	https://usaexpressblogs.com/wp-content/uploads/2025/04/A-valid-ID-might-be-needed-to-access-future-AI-models-through-OpenAIs-API-300x169.jpg	C:/My%20Web%20Sites/Global%20Express/usaexpressblogs.com/wp-content/uploads/2025/04/A-valid-ID-might-be-needed-to-access-future-AI-models-through-OpenAIs-API-300x169.jpg	(from https://sigmausdts.github.io/Globe-Express/)
18:49:01	8609/8609	---M--	200	added ('OK')	image/jpeg	etag:%2221a1-67fa4b68-f007593a1998f252;;;%22	https://usaexpressblogs.com/wp-content/uploads/2025/04/Meta-Whistleblower-Mark-Zuckerberg-Is-Hand-in-Glove-With-China-Deceiving-Americans-300x169.jpg	C:/My%20Web%20Sites/Global%20Express/usaexpressblogs.com/wp-content/uploads/2025/04/Meta-Whistleblower-Mark-Zuckerberg-Is-Hand-in-Glove-With-China-Deceiving-Americans-300x169.jpg	(from https://sigmausdts.github.io/Globe-Express/)
18:49:02	11349/11349	---M--	200	added ('OK')	image/jpeg	etag:%222c55-67fa4449-436464e5f43d194c;;;%22	https://usaexpressblogs.com/wp-content/uploads/2025/04/CAN-YOUR-IPHONE-BE-DAMAGED-BY-A-CHEAP-CHARGER-300x169.jpg	C:/My%20Web%20Sites/Global%20Express/usaexpressblogs.com/wp-content/uploads/2025/04/CAN-YOUR-IPHONE-BE-DAMAGED-BY-A-CHEAP-CHARGER-300x169.jpg	(from https://sigmausdts.github.io/Globe-Express/)
18:49:02	11563/11563	---M--	200	added ('OK')	image/jpeg	etag:%222d2b-67f90598-457a020d128c5ed5;;;%22	https://usaexpressblogs.com/wp-content/uploads/2025/04/Grok-3s-API-is-released-by-xAI-Elon-Musks-AI-startup-300x169.jpg	C:/My%20Web%20Sites/Global%20Express/usaexpressblogs.com/wp-content/uploads/2025/04/Grok-3s-API-is-released-by-xAI-Elon-Musks-AI-startup-300x169.jpg	(from https://sigmausdts.github.io/Globe-Express/)
18:49:02	10008/10008	---M--	200	added ('OK')	image/jpeg	etag:%222718-67f901d0-3d4e7ed14054fa8;;;%22	https://usaexpressblogs.com/wp-content/uploads/2025/04/DEI-pages-are-deleted-from-Yahoos-website-300x169.jpg	C:/My%20Web%20Sites/Global%20Express/usaexpressblogs.com/wp-content/uploads/2025/04/DEI-pages-are-deleted-from-Yahoos-website-300x169.jpg	(from https://sigmausdts.github.io/Globe-Express/)
18:49:02	82491/82491	---M--	200	added ('OK')	image/jpeg	etag:%221423b-67e7d555-15030bcca4bccba6;;;%22	https://usaexpressblogs.com/wp-content/uploads/2025/03/Review-of-the-11th-Generation-IPAD-1024x576.jpg	C:/My%20Web%20Sites/Global%20Express/usaexpressblogs.com/wp-content/uploads/2025/03/Review-of-the-11th-Generation-IPAD-1024x576.jpg	(from https://sigmausdts.github.io/Globe-Express/)
18:49:03	29949/29949	---M--	200	added ('OK')	image/jpeg	etag:%2274fd-67deb52e-aad7c880c9d5cabe;;;%22	https://usaexpressblogs.com/wp-content/uploads/2025/03/Verizon-Allows-Users-of-the-Galaxy-S25-and-Pixel-9-to-Use-Non-Emergency-Satellite-Messaging-1024x576.jpg	C:/My%20Web%20Sites/Global%20Express/usaexpressblogs.com/wp-content/uploads/2025/03/Verizon-Allows-Users-of-the-Galaxy-S25-and-Pixel-9-to-Use-Non-Emergency-Satellite-Messaging-1024x576.jpg	(from https://sigmausdts.github.io/Globe-Express/)
18:49:03	7293/7293	---M--	200	added ('OK')	image/jpeg	etag:%221c7d-65b82010-f8c73caf5056201f;;;%22	https://usaexpressblogs.com/wp-content/uploads/2024/01/Cool-Gardening-Gadgets-150x150.jpg	C:/My%20Web%20Sites/Global%20Express/usaexpressblogs.com/wp-content/uploads/2024/01/Cool-Gardening-Gadgets-150x150.jpg	(from https://sigmausdts.github.io/Globe-Express/)
18:49:03	5599/5599	---M--	200	added ('OK')	image/jpeg	etag:%2215df-65ba44cb-9ade88114a4dbc90;;;%22	https://usaexpressblogs.com/wp-content/uploads/2024/01/FAST-HD-EVER-150x150.jpg	C:/My%20Web%20Sites/Global%20Express/usaexpressblogs.com/wp-content/uploads/2024/01/FAST-HD-EVER-150x150.jpg	(from https://sigmausdts.github.io/Globe-Express/)
18:49:04	4103/4103	---M--	200	added ('OK')	image/jpeg	etag:%221007-65baa32e-78c29286c3016a07;;;%22	https://usaexpressblogs.com/wp-content/uploads/2024/01/Samsung-Galaxy-S24-review-150x150.jpg	C:/My%20Web%20Sites/Global%20Express/usaexpressblogs.com/wp-content/uploads/2024/01/Samsung-Galaxy-S24-review-150x150.jpg	(from https://sigmausdts.github.io/Globe-Express/)
18:49:04	4252/4252	---M--	200	added ('OK')	image/jpeg	etag:%22109c-65cb93aa-d28e39dab43296f2;;;%22	https://usaexpressblogs.com/wp-content/uploads/2024/02/fi-24-150x150.jpeg	C:/My%20Web%20Sites/Global%20Express/usaexpressblogs.com/wp-content/uploads/2024/02/fi-24-150x150.jpg	(from https://sigmausdts.github.io/Globe-Express/)
18:49:04	10300/10300	---M--	200	added ('OK')	image/jpeg	etag:%22283c-672b663b-f97177d1844b349c;;;%22	https://usaexpressblogs.com/wp-content/uploads/2024/11/USA-Cover-Image-4-300x169.jpg	C:/My%20Web%20Sites/Global%20Express/usaexpressblogs.com/wp-content/uploads/2024/11/USA-Cover-Image-4-300x169.jpg	(from https://sigmausdts.github.io/Globe-Express/)
18:49:05	9338/9338	---M--	200	added ('OK')	image/jpeg	etag:%22247a-670fc42c-da543683cb3be0a;;;%22	https://usaexpressblogs.com/wp-content/uploads/2024/10/Top-5-Upcoming-Smartphones-Launching-In-November-300x169.jpg	C:/My%20Web%20Sites/Global%20Express/usaexpressblogs.com/wp-content/uploads/2024/10/Top-5-Upcoming-Smartphones-Launching-In-November-300x169.jpg	(from https://sigmausdts.github.io/Globe-Express/)
18:49:05	8126/8126	---M--	200	added ('OK')	image/jpeg	etag:%221fbe-66dc5d68-504bd74f04d84755;;;%22	https://usaexpressblogs.com/wp-content/uploads/2024/09/Cover-Image-300x169.jpg	C:/My%20Web%20Sites/Global%20Express/usaexpressblogs.com/wp-content/uploads/2024/09/Cover-Image-300x169.jpg	(from https://sigmausdts.github.io/Globe-Express/)
18:49:05	9238/9238	---M--	200	added ('OK')	image/jpeg	etag:%222416-66a101d1-ce1ea9d1e0cb6069;;;%22	https://usaexpressblogs.com/wp-content/uploads/2024/07/5-Best-Cheap-Android-Phones-Under-500-Value-For-Money-300x169.jpg	C:/My%20Web%20Sites/Global%20Express/usaexpressblogs.com/wp-content/uploads/2024/07/5-Best-Cheap-Android-Phones-Under-500-Value-For-Money-300x169.jpg	(from https://sigmausdts.github.io/Globe-Express/)
18:49:06	7011/7011	---M--	200	added ('OK')	image/jpeg	etag:%221b63-6697c94a-6233c882b1137b15;;;%22	https://usaexpressblogs.com/wp-content/uploads/2024/07/Apples-AirPods-Pro-2-vs.-Samsungs-Galaxy-Buds-3-Pro-300x169.jpg	C:/My%20Web%20Sites/Global%20Express/usaexpressblogs.com/wp-content/uploads/2024/07/Apples-AirPods-Pro-2-vs.-Samsungs-Galaxy-Buds-3-Pro-300x169.jpg	(from https://sigmausdts.github.io/Globe-Express/)
18:49:06	40669/40669	---M--	200	added ('OK')	image/jpeg	etag:%22694a7887-9edd%22	https://sigmausdts.github.io/Globe-Express/static/5-Best-Cheap-Android-Phones-Under-500-Value-For-Money-768x432.jpg	C:/My%20Web%20Sites/Global%20Express/sigmausdts.github.io/Globe-Express/static/5-Best-Cheap-Android-Phones-Under-500-Value-For-Money-768x432.jpg	(from https://sigmausdts.github.io/Globe-Express/)
18:49:07	55341/55341	---M--	200	added ('OK')	audio/mp3	etag:%22694a7887-d82d%22	https://sigmausdts.github.io/Globe-Express/static/audio1.mp3	C:/My%20Web%20Sites/Global%20Express/sigmausdts.github.io/Globe-Express/static/audio1.mp3	(from https://sigmausdts.github.io/Globe-Express/)
18:49:07	83565/83565	---M--	200	added ('OK')	audio/mp3	etag:%22694a7887-1466d%22	https://sigmausdts.github.io/Globe-Express/static/audio2.mp3	C:/My%20Web%20Sites/Global%20Express/sigmausdts.github.io/Globe-Express/static/audio2.mp3	(from https://sigmausdts.github.io/Globe-Express/)
18:49:07	155565/155565	---M--	200	added ('OK')	audio/mp3	etag:%22694a7887-25fad%22	https://sigmausdts.github.io/Globe-Express/static/audio3.mp3	C:/My%20Web%20Sites/Global%20Express/sigmausdts.github.io/Globe-Express/static/audio3.mp3	(from https://sigmausdts.github.io/Globe-Express/)
18:49:07	148077/148077	---M--	200	added ('OK')	audio/mp3	etag:%22694a7887-2426d%22	https://sigmausdts.github.io/Globe-Express/static/audio4.mp3	C:/My%20Web%20Sites/Global%20Express/sigmausdts.github.io/Globe-Express/static/audio4.mp3	(from https://sigmausdts.github.io/Globe-Express/)
18:49:08	271917/271917	---M--	200	added ('OK')	audio/mp3	etag:%22694a7887-4262d%22	https://sigmausdts.github.io/Globe-Express/static/audio5.mp3	C:/My%20Web%20Sites/Global%20Express/sigmausdts.github.io/Globe-Express/static/audio5.mp3	(from https://sigmausdts.github.io/Globe-Express/)
18:49:08	138285/138285	---M--	200	added ('OK')	audio/mp3	etag:%22694a7887-21c2d%22	https://sigmausdts.github.io/Globe-Express/static/audio6.mp3	C:/My%20Web%20Sites/Global%20Express/sigmausdts.github.io/Globe-Express/static/audio6.mp3	(from https://sigmausdts.github.io/Globe-Express/)
18:49:08	182061/182061	---M--	200	added ('OK')	audio/mp3	etag:%22694a7887-2c72d%22	https://sigmausdts.github.io/Globe-Express/static/audio7.mp3	C:/My%20Web%20Sites/Global%20Express/sigmausdts.github.io/Globe-Express/static/audio7.mp3	(from https://sigmausdts.github.io/Globe-Express/)
18:49:08	148653/148653	---M--	200	added ('OK')	audio/mp3	etag:%22694a7887-244ad%22	https://sigmausdts.github.io/Globe-Express/static/audio8.mp3	C:/My%20Web%20Sites/Global%20Express/sigmausdts.github.io/Globe-Express/static/audio8.mp3	(from https://sigmausdts.github.io/Globe-Express/)
18:49:09	21646/21646	---M-Z	200	added ('OK')	application/x-javascript	etag:%22548e-65ddb967-9b490b65a212747d;gz%22	https://usaexpressblogs.com/wp-content/themes/astra/assets/js/minified/frontend.min.js?ver=4.6.5	C:/My%20Web%20Sites/Global%20Express/usaexpressblogs.com/wp-content/themes/astra/assets/js/minified/frontend.min1dc6.js	(from https://sigmausdts.github.io/Globe-Express/)
18:49:10	5661/5661	---M-Z	200	added ('OK')	application/x-javascript	etag:%22161d-693059bb-84b050b94940e63c;gz%22	https://usaexpressblogs.com/wp-includes/js/dist/hooks.min.js?ver=4d63a3d491d11ffd8ac6	C:/My%20Web%20Sites/Global%20Express/usaexpressblogs.com/wp-includes/js/dist/hooks.min4fdd.js	(from https://sigmausdts.github.io/Globe-Express/)
18:49:11	5314/5314	---M-Z	200	added ('OK')	application/x-javascript	etag:%2214c2-693059bb-a223bc4f26b92eda;gz%22	https://usaexpressblogs.com/wp-includes/js/dist/i18n.min.js?ver=5e580eb46a90c2b997e6	C:/My%20Web%20Sites/Global%20Express/usaexpressblogs.com/wp-includes/js/dist/i18n.minc33c.js	(from https://sigmausdts.github.io/Globe-Express/)
18:49:11	12512/12512	---M-Z	200	added ('OK')	application/x-javascript	etag:%2230e0-673ddbe0-33de7eda2a1ea88c;gz%22	https://usaexpressblogs.com/wp-content/plugins/contact-form-7/includes/swv/js/index.js?ver=6.0	C:/My%20Web%20Sites/Global%20Express/usaexpressblogs.com/wp-content/plugins/contact-form-7/includes/swv/js/indexf049.js	(from https://sigmausdts.github.io/Globe-Express/)
18:49:11	13452/13452	---M-Z	200	added ('OK')	application/x-javascript	etag:%22348c-673ddbe0-9a65e8f2bcc183b1;gz%22	https://usaexpressblogs.com/wp-content/plugins/contact-form-7/includes/js/index.js?ver=6.0	C:/My%20Web%20Sites/Global%20Express/usaexpressblogs.com/wp-content/plugins/contact-form-7/includes/js/indexf049.js	(from https://sigmausdts.github.io/Globe-Express/)
18:49:12	2245/2245	---M-Z	200	added ('OK')	application/x-javascript	etag:%228c5-672b13d1-c92199b13cd8a643;gz%22	https://usaexpressblogs.com/wp-content/plugins/guest-post-plugin-updated/js/chat.js?ver=6.8.2	C:/My%20Web%20Sites/Global%20Express/usaexpressblogs.com/wp-content/plugins/guest-post-plugin-updated/js/chat6c2d.js	(from https://sigmausdts.github.io/Globe-Express/)
18:49:12	669356/669356	---MCZ	200	added ('OK')	text/javascript	etag:W/%22c7e7d3b3cbea29e53c9a6106499e0bc3%22	https://cdn.ckeditor.com/4.16.0/standard/ckeditor.js	C:/My%20Web%20Sites/Global%20Express/cdn.ckeditor.com/4.16.0/standard/ckeditor.js	(from https://sigmausdts.github.io/Globe-Express/)
18:49:13	6212/6212	---M-Z	200	added ('OK')	application/x-javascript	etag:%221844-674eea04-81f37b8d3c0ea18c;gz%22	https://usaexpressblogs.com/wp-content/uploads/astra-addon/astra-addon-674eea046916f2-81255947.js?ver=4.1.5	C:/My%20Web%20Sites/Global%20Express/usaexpressblogs.com/wp-content/uploads/astra-addon/astra-addon-674eea046916f2-8125594731a4.js	(from https://sigmausdts.github.io/Globe-Express/)
